Actor_Name,Number_of_Movies,Average_Revenue,Star_Power_Score
Karrueche Tran,1,908280082.0,362799767.26129365
Jaason Simmons,1,908280082.0,362799767.26129365
Shahar Isaac,1,908144700.4,362777203.6612937
Lau Ching-wan,3,543199459.5333333,362264612.5209702
Talitha Bateman,4,497957694.1,362261033.1075291
Noriko Kijima,1,904907413.0,362237655.76129365
Laurence R. Harvey,1,904907413.0,362237655.76129365
Marta Gastini,1,904907413.0,362237655.76129365
Haruna Yoshizumi,1,904907413.0,362237655.76129365
Dominic Borrelli,1,904907413.0,362237655.76129365
Scott Weinger,4,497730856.45,362160216.37419575
Linda Larkin,4,497730856.45,362160216.37419575
Sandrine Holt,1,901958484.2,361746167.6279603
William Conrad,1,901901930.6,361736742.02796036
Theodore Bikel,1,901901930.6,361736742.02796036
Kevin Feige,2,631619999.6,361679788.68110883
Kim Do-hee,4,496528558.55,361625861.7519735
Catherine Taber,1,901084255.0,361600462.76129365
Asher Bishop,1,901084255.0,361600462.76129365
Miguel Barreiro,1,900923384.4,361573650.994627
Yollotl Manzur,1,900923384.4,361573650.994627
Gemma Chan,4,496400801.05,361569080.64086246
Yeo Reum,2,631152969.9,361546351.623966
Meg Donnelly,4,496305091.95,361526543.26308465
John Mulaney,1,900250198.6,361461453.3612937
Jensen Ackles,4,496042960.2,361410040.26308465
Drew Waters,1,899820065.0,361389764.42796034
Yim Si-wan,2,629979797.0,361211159.36682314
Robert Egon,1,898538380.0,361176150.26129365
Luciano Bartoli,1,898538380.0,361176150.26129365
Florence Guérin,1,898538380.0,361176150.26129365
Jan-Michael Vincent,1,898538380.0,361176150.26129365
Minori Chihara,2,629772427.3,361151910.8811089
Aya Suzaki,2,629468733.5,361065141.223966
Ni Ni,3,539943217.5333333,361043521.7709702
Jeannie Hsieh,1,897489221.2,361001290.4612937
Wong Chung-Yue,1,897489221.2,361001290.4612937
Chin Tu,1,897489221.2,361001290.4612937
Wang Yizhou,1,895840281.2,360726467.1279603
Ji Li,1,895840281.2,360726467.1279603
Natasha Dupeyrón,1,895465912.4,360664072.3279604
Verónica Castro,1,895465912.4,360664072.3279604
Eduardo Santamarina,1,895465912.4,360664072.3279604
Victor Sjöström,1,895189907.0,360618071.42796034
William Catlett,1,895189907.0,360618071.42796034
Josiah Cross,1,895189907.0,360618071.42796034
Albert Rémy,1,895189907.0,360618071.42796034
Alexander Fokin,1,895189907.0,360618071.42796034
Ersin Arıcı,1,895189907.0,360618071.42796034
Emir Ali Dogrul,1,895189907.0,360618071.42796034
Yuliya Khlynina,1,895189907.0,360618071.42796034
Aleksey Guskov,1,895189907.0,360618071.42796034
Çağatay Ulusoy,1,895189907.0,360618071.42796034
Dario Yazbek Bernal,1,895189907.0,360618071.42796034
Claire Maurier,1,895189907.0,360618071.42796034
Teddy Sears,2,627623139.4,360537828.623966
Jessica Collins,1,894602091.2,360520102.1279603
Brent Jasmer,1,894602091.2,360520102.1279603
David Thorpe,1,893800197.2,360386453.1279603
Kristyn Getty,1,893800197.2,360386453.1279603
Cassandra Sánchez Navarro,2,626972316.9,360351879.3382517
Flora Martínez,1,893441907.4,360326738.1612937
Kristina Lilley,1,893441907.4,360326738.1612937
Alejandra Borrero,1,893441907.4,360326738.1612937
Kana Hanazawa,13,401276574.9692307,360284110.8982089
Kazumi Evans,3,537915543.2666668,360283143.9209703
Yui Aikawa,5,466777246.2,360240475.2567762
Saya Kobayashi,3,537699333.4,360202065.2209703
Alice Ozawa,3,537699333.4,360202065.2209703
Kim Si-a,2,626371881.7,360180326.42396605
Kara Wang,1,891543431.4,360010325.494627
Terence Yin,1,891543431.4,360010325.494627
Sarinna Boggs,1,891543431.4,360010325.494627
Camilla Luddington,2,625649358.4,359973891.1953946
Danielle Campbell,1,891097702.4,359936037.3279604
Sterling Knight,1,891097702.4,359936037.3279604
Chris Evans,23,382911682.61739135,359838829.34884864
Takuma Terashima,1,890454742.6,359828877.3612937
Jeon Yeo-been,2,624842861.5,359743463.5096803
Kim Yoo-yeon,2,624832960.5,359740634.65253747
Uhm Ji-won,2,624642594.2,359686244.28110886
Anthony Gonzalez,2,623716811.3,359421734.8811089
Kerry Bishé,1,886084517.6,359100506.52796036
Liam Hemsworth,11,406907462.30909085,359031287.9354851
Lee Bane,2,622299088.6,359016671.2525374
Laura Gemser,5,464296758.32000005,359000231.3167762
Tse Miu,2,622017358.2,358936176.85253745
Orlando Bloom,9,417266292.64444447,358851082.5262688
Charlie O'Connell,1,884382967.0,358816914.76129365
Brooke Hogan,1,884382967.0,358816914.76129365
Katy Townsend,1,884020573.6,358756515.8612937
Darrick Bachman,1,882269902.0,358464737.26129365
Bryan Andrews,1,882269902.0,358464737.26129365
Jon Olson,1,882269902.0,358464737.26129365
Gwilym Lee,1,882205260.0,358453963.594627
Lee Sun-bin,1,881835095.6,358392269.52796036
Oh Dae-hwan,1,881835095.6,358392269.52796036
Mayra Batalla,2,620104223.2,358389566.85253745
Jay Baruchel,11,405973328.58181816,358389070.9979851
Shannon Chan-Kent,2,620055183.9,358375555.623966
Mads Sjøgård Pettersen,3,532771583.3999999,358354158.9709703
Cecilia Yip,1,880669647.8,358198028.22796035
Conrad Janis,1,880669647.8,358198028.22796035
Bruce Khan,2,619102557.3,358103376.59539455
Manolo Cardona,2,619070362.0,358094177.93825173
Cloe Barretto,1,880000073.2,358086432.4612937
JC Santos,1,880000073.2,358086432.4612937
Kazuya Tatekabe,5,462349348.2,358026526.2567762
Toa Yukinari,2,618733639.9,357997971.623966
Gunnar Björnstrand,1,878558930.6,357846242.02796036
Bengt Ekerot,1,878558930.6,357846242.02796036
Rhonda Dent,1,876954610.6,357578855.3612937
Jason Cermak,1,876954610.6,357578855.3612937
Nikki Alexis Howard,1,876627991.6,357524418.8612937
Lindsay Sawyer,1,876627991.6,357524418.8612937
Chris Bruno,1,876627991.6,357524418.8612937
Carmen Yeung,1,875944666.4,357410531.3279604
Teresa Mak,1,875944666.4,357410531.3279604
Chin Ka-Lok,1,875944666.4,357410531.3279604
Sarah Dugdale,1,875796742.8,357385877.394627
Susan Hemingway,1,875470694.6,357331536.02796036
William F. Bryant,1,875460451.2,357329828.794627
Sarah Hunter,1,875460451.2,357329828.794627
Pristine Edge,1,875460451.2,357329828.794627
Reina Ueda,2,615961184.1,357205841.39539456
Emana Leung,1,873913042.0,357071927.26129365
Jacob Elordi,4,486063498.0,356974723.72975135
Martha Claudia Moreno,1,873245191.2,356960618.794627
Janel Parrish,4,485904524.15,356904068.6853069
Justin Huen,1,872776677.4,356882533.1612937
Nick Sandow,1,872776677.4,356882533.1612937
Lachlan Watson,1,872776677.4,356882533.1612937
Joel Hogan,1,872776677.4,356882533.1612937
Megan Peta Hill,1,872776677.4,356882533.1612937
Steve Howe,1,872776677.4,356882533.1612937
Barrie Wentzell,1,872776677.4,356882533.1612937
Michael Weaver,1,872776677.4,356882533.1612937
Ian Anderson,1,872776677.4,356882533.1612937
Suzanne Dervish-Ali,1,872776677.4,356882533.1612937
Sonja Ball,1,872737414.6,356875989.3612937
Howard Ryshpan,1,872737414.6,356875989.3612937
Victoria Broom,1,872039995.2,356759752.794627
Teyana Taylor,2,614034333.6,356655312.68110883
Jeong Yeon-joo,1,871192792.8,356618552.394627
Song Kang,1,871192792.8,356618552.394627
Park Jun-myun,1,871192792.8,356618552.394627
Hideyuki Hori,3,527839160.79999995,356504500.49597025
Elysia Rotaru,1,870340802.6,356476554.02796036
Celina Jade,1,870322670.0,356473531.92796034
Brian Dobson,2,613079022.8,356382366.7382517
Jayne Eastwood,1,869768998.6,356381253.3612937
Georgie Henley,3,526013540.0,355819892.6959703
Skandar Keynes,3,526013540.0,355819892.6959703
Cristina Garavaglia,1,866174577.8,355782183.22796035
Lee Jae-sik,1,866174577.8,355782183.22796035
Katarina Vasilissa,1,866174577.8,355782183.22796035
Francesco Casale,1,866174577.8,355782183.22796035
Rina Kawaei,2,610707878.8,355704897.02396595
Paul Mercurio,1,865531384.0,355674984.26129365
Dominique Sanda,1,865531384.0,355674984.26129365
Paula Castaño,1,865251451.2,355628328.794627
Alanna De La Rossa,1,865251451.2,355628328.794627
Jo In-woo,1,865251451.2,355628328.794627
Lee Hyeon-seong,1,865251451.2,355628328.794627
Andres Londono,1,865251451.2,355628328.794627
Juan David Restrepo,1,864709288.8,355537968.394627
Mauricio Navas,1,864709288.8,355537968.394627
Mateo Stevel,1,864709288.8,355537968.394627
Marica Hase,1,864400677.8,355486533.22796035
Yuko Sakurai,1,864400677.8,355486533.22796035
Ryuki Nishimoto,1,864400677.8,355486533.22796035
Kim Bo-ra,2,609894901.2,355472617.7096803
Matt Smith,6,440262547.79999995,355463073.48797834
Asana Mamoru,1,863034975.4,355258916.1612937
Roxy Saint,1,863034975.4,355258916.1612937
Arisa Nakamura,1,863034975.4,355258916.1612937
Mayu Sugano,1,863034975.4,355258916.1612937
Benjamin Sadler,1,862758779.2,355212883.4612937
Christian Kohlund,1,862758779.2,355212883.4612937
Sólveig Arnarsdóttir,1,862567677.4,355181033.1612937
Emilia Schüle,1,862567677.4,355181033.1612937
Gigi Proietti,1,862567677.4,355181033.1612937
Yeung Fan,1,862567677.4,355181033.1612937
Ludwig Simon,1,862567677.4,355181033.1612937
Autumn Reeser,3,524282893.3999999,355170900.2209703
Nathalie Cox,1,862005430.0,355087325.26129365
Michael Foster,1,861782460.4,355050163.6612937
Matt Berberi,1,861782460.4,355050163.6612937
John Knox,1,861782460.4,355050163.6612937
Joshua Caleb Johnson,1,861755301.0,355045637.094627
Kiko Mizuhara,3,523506469.4666667,354879741.24597025
Cassandra Lee Morris,3,523203075.06666666,354765968.3459703
Kane Kosugi,2,607002546.2,354646230.5668231
Yuen Biao,6,438657073.23333335,354587360.08797836
Shidô Nakamura,2,606787613.4,354584821.1953946
Laura Cayouette,1,858637629.0,354526025.094627
Cassie Steele,1,858637629.0,354526025.094627
Mariel Hemingway,1,858637629.0,354526025.094627
Tia Robinson,1,858637629.0,354526025.094627
Carsten Frank,1,858637629.0,354526025.094627
Janette Weller,1,858637629.0,354526025.094627
Rahel Kapsaski,1,858637629.0,354526025.094627
Dennis Farrin,1,858637629.0,354526025.094627
Zenza Raggi,1,858637629.0,354526025.094627
Clayton Snyder,1,858637629.0,354526025.094627
Son Deok-Gi,1,858637629.0,354526025.094627
Jeong Yoo-jin,1,858637629.0,354526025.094627
David Meadows,1,858637629.0,354526025.094627
Park Ha-yan,1,858637629.0,354526025.094627
Vadhir Derbez,4,480432357.8,354471994.7519735
Anthony Jensen,1,858069141.2,354431277.1279603
Alfie Allen,1,856238148.4,354126111.6612937
Min Joo,2,605104168.2,354103836.85253745
Keiynan Lonsdale,2,604470799.7,353922874.42396605
Tony Musante,1,854413587.0,353822018.094627
Scott Wilson,1,854413587.0,353822018.094627
Dana Gaier,2,603569894.9,353665473.05253744
Aisling Loftus,1,852389639.0,353484693.42796034
Tom Goodman-Hill,1,852389639.0,353484693.42796034
Jackson Hurst,1,852389639.0,353484693.42796034
Hana Hayes,1,852389639.0,353484693.42796034
Heather McComb,1,852389639.0,353484693.42796034
Michael Eklund,1,851439386.0,353326317.92796034
Ji Chang-wook,2,602337959.6,353313491.53825176
Lara Pulver,1,851049145.4,353261277.8279604
Lam Ching-Ying,1,851011213.0,353254955.76129365
Peter Chan Lung,1,851011213.0,353254955.76129365
Chan San-Hiu,1,851011213.0,353254955.76129365
King Charles III of the United Kingdom,1,850930956.8,353241579.72796035
Queen Elizabeth II of the United Kingdom,1,850930956.8,353241579.72796035
Princess Diana of Wales,1,850930956.8,353241579.72796035
Phyllis Smith,1,850566343.0,353180810.76129365
Wataru Hatano,2,601621426.9,353108767.90968025
Maria Casadevall,1,847860141.2,352729777.1279603
Naruna Costa,1,847860141.2,352729777.1279603
Kevin Vechiatto,1,847860141.2,352729777.1279603
Rachel Ogechi Kanu,1,847224095.0,352623769.42796034
Aya Endo,1,846214012.6,352455422.3612937
Grace Kaufman,2,599333624.1,352455109.96682316
Miki Fujitani,2,599158105.9,352404961.90968025
Taissa Farmiga,7,422708840.3714286,352290033.6806469
Munetaka Aoki,3,516465169.6666667,352239253.8209703
Giulia Be,1,844730975.6,352208249.52796036
Henry Zaga,1,844730975.6,352208249.52796036
João Côrtes,1,844730975.6,352208249.52796036
Mark Calaway,2,598401144.8,352188687.3096803
Jerry Houser,1,844069514.2,352098005.9612937
Sorrell Booke,1,844069514.2,352098005.9612937
Katja Bienert,1,843039591.4,351926352.1612937
Raquel Evans,1,843039591.4,351926352.1612937
Koichi Yamadera,13,389670501.38461536,351901946.6426534
Raquel Xu,1,842846355.6,351894146.19462705
Paul Che Biu-law,1,842846355.6,351894146.19462705
Alejandro Fella,1,842846355.6,351894146.19462705
Kwan Hoi-San,1,842846355.6,351894146.19462705
Cheung Wing-Yee,1,842846355.6,351894146.19462705
Taylor Cole,1,842846355.6,351894146.19462705
Michael Tong,1,842846355.6,351894146.19462705
Celeste del Río,1,842846355.6,351894146.19462705
Henry Prince Mak,1,842846355.6,351894146.19462705
Chae Min-seo,1,842846355.6,351894146.19462705
Hong Seo-joon,1,842846355.6,351894146.19462705
Beatriz Yorio,1,842846355.6,351894146.19462705
Bear Grylls,1,842846355.6,351894146.19462705
Spencer Matthews,1,842846355.6,351894146.19462705
Beatriz Echeverri,1,842846355.6,351894146.19462705
Nims Purja,1,842846355.6,351894146.19462705
Vicente Pérez Moreda,1,842846355.6,351894146.19462705
Rowan Blanchard,3,515540333.0666666,351892440.0959703
Taishi Murata,1,842709295.0,351871302.76129365
Yu Shimamura,1,842709295.0,351871302.76129365
Françoise Dorléac,1,842099458.4,351769663.3279604
Si Ah,2,596629205.0,351682418.79539454
Jake T. Austin,5,449653671.88,351678688.0967762
Auli'i Cravalho,4,474016093.9,351620321.9075291
Jay Pickett,2,596051939.7,351517485.85253745
Clara Lago,5,449215825.64000005,351459764.97677624
Shelby Young,1,839891064.8,351401597.72796035
Mayuki Makiguchi,3,513841858.59999996,351255512.17097026
Ingrid Meling Enoksen,1,838643421.2,351193657.1279603
Christian Brandin,1,838643421.2,351193657.1279603
Jenny Hutton,1,838643421.2,351193657.1279603
Jerzy Stuhr,2,594784492.5,351155358.08110887
Ryan Coogler,2,594740042.0,351142657.93825173
Maaya Uchida,5,448132119.23999995,350917911.7767762
Je Dong-hwa,2,593783689.1,350869414.2525374
Justine Herron,1,836011985.4,350755084.494627
Gary Daniels,1,836011985.4,350755084.494627
Veronica Yip Yuk-Hing,1,836011985.4,350755084.494627
Peter Noel Duhamel,1,836011985.4,350755084.494627
Debra Lamb,1,836011985.4,350755084.494627
Rena Murakami,1,836011985.4,350755084.494627
Jun'ichi Haruta,1,836011985.4,350755084.494627
Melissa Moore,1,836011985.4,350755084.494627
Junko Maru,1,836011985.4,350755084.494627
Bellamy Young,1,836011985.4,350755084.494627
Yumi Ishikawa,1,836011985.4,350755084.494627
Chin Fei Lam,1,836011985.4,350755084.494627
Amber Eliese May,1,835595551.6,350685678.8612937
Greg Chun,1,835595551.6,350685678.8612937
William García Silva,1,834649029.8,350527925.22796035
Daniela Castillo,1,834649029.8,350527925.22796035
José Manuel de la Puente,1,834649029.8,350527925.22796035
Michael Sirow,1,834642911.6,350526905.52796036
Rossy Mendoza,1,834642911.6,350526905.52796036
Tae Hee,4,471078299.25,350314635.396418
Sofia Boutella,8,410483450.85,350183548.3359817
Francesca Capaldi,2,591088241.9,350099286.48110884
Aika Yukihira,1,831760336.2,350046476.294627
Katsuya Maiguma,1,831760336.2,350046476.294627
Akihiko Sai,1,831760336.2,350046476.294627
Sol Kyung-gu,8,410076579.425,349933165.9205971
Kristian Bruun,1,830669408.0,349864654.92796034
Taylor Lautner,9,403280071.7111111,349859940.4976973
Ashlynn Yennie,3,510101419.93333334,349852847.67097026
Michael Aloni,1,830594317.8,349852139.894627
Jules Hartley,1,830215344.6,349788977.69462705
Michelle Randolph,1,830215344.6,349788977.69462705
Angus Sutherland,1,830215344.6,349788977.69462705
Zofia Wichłacz,1,830215344.6,349788977.69462705
Mateusz Więcławek,1,830215344.6,349788977.69462705
Billy West,4,469694088.65,349699430.6853069
José Sacristán,2,589168522.6,349550795.2525374
Justin Cheung,2,588710797.0,349420016.5096803
Judah Lewis,4,468998134.35,349390117.6630847
Julia Wieniawa-Narkiewicz,2,588256145.5,349290116.08110887
Megalyn Echikunwoke,2,587845938.1,349172913.96682316
Benjamín Vicuña,3,507558011.5333333,348899069.5209702
Peter Yang Kwan,1,824787023.8,348884257.56129366
Hu Chin,1,824787023.8,348884257.56129366
Chen Ping,1,824787023.8,348884257.56129366
Gregory Wong,1,823771524.0,348715007.594627
Wi Ji-Woong,1,823771524.0,348715007.594627
Mark Wu,1,823771524.0,348715007.594627
Jack Angel,1,822914687.2,348572201.4612937
Jasen Wade,2,585656820.9,348547451.90968025
Yang Geun-seok,1,821985126.0,348417274.594627
Jean-Pierre Bouvier,1,821985126.0,348417274.594627
Yui Komiya,1,821985126.0,348417274.594627
Shin Hwa-chul,1,821985126.0,348417274.594627
Chisato Kawamura,1,821985126.0,348417274.594627
Ito Haruka,1,821985126.0,348417274.594627
Tooru Ozawa,1,821985126.0,348417274.594627
Nicholas Hammond,1,821706375.0,348370816.094627
Michael Pataki,1,821706375.0,348370816.094627
David White,1,821706375.0,348370816.094627
Sam Raimi,2,584830278.8,348311297.02396595
Dan Castellaneta,4,466380967.75,348226932.50752914
Renate Kasché,1,820609628.0,348188024.92796034
Elisabeth Felchner,1,820609628.0,348188024.92796034
Karin Heske,1,820609628.0,348188024.92796034
Ogie Banks,2,584313505.4000001,348163647.4811089
Bryce Johnson,2,583816518.7,348021651.28110886
Murasaki Ikoma,1,819177204.2,347949287.6279603
Katsuhito Nomura,1,819177204.2,347949287.6279603
Rena Fukami,1,819177204.2,347949287.6279603
Dong Bang-woo,2,583316846.1,347878887.68110883
Juan Luppi,1,817860943.8,347729910.894627
Martina Krasinsky,1,817860943.8,347729910.894627
Brooke Nevin,1,817860943.8,347729910.894627
Tupac Larriera,1,817860943.8,347729910.894627
Antonio Mayans,1,817860943.8,347729910.894627
Al Cliver,1,817860943.8,347729910.894627
Torrey DeVitto,1,817860943.8,347729910.894627
David Paetkau,1,817860943.8,347729910.894627
Daisuke Ono,6,425989800.8666666,347677938.79706925
Louis de Funès,6,425841930.53333336,347597282.25161475
Lalainia Lindbjerg,1,816420246.8,347489794.72796035
Angélica Chain,4,464415462.5,347353374.6186402
Megumi Kubota,1,815350721.2,347311540.4612937
Yuka Terasaki,1,815350721.2,347311540.4612937
Elsie Fisher,4,463991105.20000005,347164771.3741958
John Freeman,1,814383781.6,347150383.8612937
Cole Parker,1,814383781.6,347150383.8612937
Ritchie Crane,1,813941432.2,347076658.9612937
Brandy Ledford,1,813941432.2,347076658.9612937
Katherine Drake,1,813941432.2,347076658.9612937
Philip Alexander Baker,1,813941432.2,347076658.9612937
Bella Thorne,12,385951405.96666664,347055023.12751544
Lochlyn Munro,5,440290968.4,346997336.3567762
Jason Spisak,2,580043711.7,346943706.42396605
Suet-Ngan Ching,1,812667214.2,346864289.294627
Tokuko Watanabe,1,812667214.2,346864289.294627
Michio Murakami,1,812667214.2,346864289.294627
Waka Oda,1,812667214.2,346864289.294627
Serina Nishikawa,1,812667214.2,346864289.294627
Anri Megumi,1,812667214.2,346864289.294627
Mackenzie Rosman,1,811695751.0,346702378.76129365
Shawn C. Phillips,1,811695751.0,346702378.76129365
Kenichirou Matsuda,4,462904742.6,346681943.5519736
Gordon Lam,2,578918347.6,346622173.823966
Rossy de Palma,3,501331448.4666667,346564108.37097025
Sakrat Ruekthamrong,2,578598408.0,346530762.5096803
Chaiyapol Pupart,2,578598408.0,346530762.5096803
Una Stubbs,1,810491789.2,346501718.4612937
Jenna Jameson,2,578444115.3,346486678.8811089
Austin North,1,809767733.4,346381042.494627
Patty McCormack,1,809510755.2,346338212.794627
Michelle Morgan,1,809510755.2,346338212.794627
